redeID;lastName;politicianID;date;target;fm_sent;fm_senti;source;school;color;id
332330;Waltemathe;11002419;1981-11-26;Milton Friedman;Kann man aus den Antworten , die Sie gegeben haben , schließen , daß Herr Staatssekretär Dr. Schlecht jedenfalls beeindruckt ist von den Erfolgen einer strikten Monetarismuspolitik à la Milton Friedman?;-1;SPD;Chicago School;cyan;178
334618;Brandt;11000246;1982-01-19;Karl Marx;( { 19 } ) Und als ein anderer großer Deutscher aus Ihrem Land , nämlich Karl Marx , in London 1864 die Erste Internationale gründete , stand diese ganz stark im Zeichen der Solidarität mit Polen.;1;SPD;Marxismus;red;179
335139;franke;11000571;1982-01-21;Adam Smith;"Adam Smith schrieb vor etwa 200 Jahren in seinem Werk „ Der Wohlstand der Nationen "" - ich glaube , das ist der Vater der Nationalökonomie - etwas , wobei er so ein Bild von einem selbsternannten Weltökonomen im Auge gehabt haben mag. Bitte , hören Sie den Text : Der einzelne vermag ganz offensichtlich aus seiner Kenntnis der örtlichen Verhältnisse weit besser zu beurteilen , als es irgendein Staatsmann oder Gesetzgeber für ihn tun kann , welcher Erwerbszweig im Lande für den Einsatz seines Kapitals geeignet ist und welcher einen Ertrag abwirft , der den höchsten Wertzuwachs verspricht.";1;CDU/CSU;Liberalismus;green;180
335139;franke;11000571;1982-01-21;Adam Smith;Adam Smith 1776.;1;CDU/CSU;Liberalismus;green;181
335139;franke;11000571;1982-01-21;Adam Smith;( { 3 } ) - Herr Minister Lambsdorff , Sie fühlen sich bei Adam Smith natürlich berufen , auch Ihren eigenen Beitrag dazu zu leisten.;1;CDU/CSU;Liberalismus;green;182
335143;lambsdorff;11001272;1982-01-21;Adam Smith;Herr Kollege Franke , würden Sie die Freundlichkeit haben und die Bereitschaft zeigen , den Rat entgegenzunehmen , die sehr beherzigenswerten Ausführungen von Adam Smith - nicht nur an dieser , sondern auch an anderer Stelle - auch bei den Tätigkeiten zu beachten , denen Sie sonst Ihre Hauptaufmerksamkeit widmen?;1;FDP;Liberalismus;green;183
335144;franke;11000571;1982-01-21;Adam Smith;"Wir müssen uns natürlich nur bei den 875 Seiten von Adam Smith's „ Wohlstand der Nationen "" auf die Seiten einigen und darauf , was da gemeint sein könnte.";1;CDU/CSU;Liberalismus;green;184
335144;franke;11000571;1982-01-21;Adam Smith;Ich komme gleich noch auf Adam Smith zurück.;1;CDU/CSU;Liberalismus;green;185
335144;franke;11000571;1982-01-21;Adam Smith;"Adam Smith drückte in seinem Werk von vor über 200 Jahren das wörtlich so aus : „ Große Nationen werden niemals durch private , doch bisweilen durch öffentliche Verschwendung und Mißwirtschaft ruiniert .""";1;CDU/CSU;Liberalismus;green;186
335144;franke;11000571;1982-01-21;Adam Smith;Und Sie sind leider dabei , so zu handeln , wie es Adam Smith hier beschrieben hat.;-1;CDU/CSU;Liberalismus;green;187
338040;Rose;11001882;1982-03-11;Karl Marx;Herr Staatssekretär , hat die Herausgabe dieser Gedenkmünze zu Ehren des bekannten Mannes Karl Marx , der sich ja mit Mehrwert beschäftigt hat , etwas mit der Erhöhung der Mehrwertsteuer zu tun , die für das Jahr 1983 geplant ist?;1;CDU/CSU;Marxismus;red;188
338049;Haehser;11000776;1982-03-11;Karl Marx;Da ich Abgeordneter aus Trier bin und die Ehre hatte , einige Jahre das Geburtshaus von Karl Marx verwalten zu dürfen , fühle ich mich auch in dieser Frage sachkompetent.;1;not found;Marxismus;red;189
338049;Haehser;11000776;1982-03-11;Karl Marx;Ob die östliche Welt Karl Marx aus Anlaß seines 100. Todestages ehren wird , weiß ich ebenfalls nicht.;1;not found;Marxismus;red;190
338051;Soell;11002186;1982-03-11;Karl Marx;Herr Staatssekretär , sind der Bundesregierung nicht weitere Beispiele für Ehrungen von Karl Marx in dem von Ihnen beschriebenen Sinne - als geistiger Anreger , als Philosoph , als Wissenschaftler - , Ehrungen etwa durch Benennung von Straßen und Plätzen oder Bibliotheken , bekannt?;1;SPD;Marxismus;red;191
338052;Haehser;11000776;1982-03-11;Karl Marx;Daß das Werk und die Persönlichkeit von Karl Marx von sehr vielen in unserem Lande richtig beurteilt werden , geht auch aus der erwähnenswerten Tatsache hervor , daß das Land Rheinland-Pfalz zu den Bundesländern gehört , die die Einrichtung des Karl-Marx-Hauses immer wieder unterstützen.;1;not found;Marxismus;red;192
341092;Waldburg-Zeil;11002413;1982-05-27;Aristoteles;Schon Aristoteles wußte , daß ein Dreisatz nur stimmt , wenn die Sätze , aus denen er besteht , richtig sind.;1;CDU/CSU;Aristotelismus;grey;193
345274;Conradi;11000335;1982-11-10;Karl Marx;"Dazu möchte ich , Herr Dr. Schneider , eine Anleihe bei Karl Marx machen ( { 14 } ) und sagen , es ist eine Wohnungspolitik nach dem Motto „ Krieg den Hütten , Friede den Palästen ! "".";1;SPD;Marxismus;red;194
345284;Gattermann;11000637;1982-11-10;Karl Marx;Herr Kollege Conradi , Sie haben mit einer Anleihe bei Karl Marx geendet ( { 0 } ) - Sie haben jedenfalls mit einer Anleihe geendet - und damit eine politische Überzeugung , eine Kampfrichtung zum Ausdruck gebracht.;1;FDP;Marxismus;red;195
345290;Schneider;11002048;1982-11-10;Karl Marx;Sie haben Karl Marx zitiert , haben ihn natürlich umgedeutet.;1;not found;Marxismus;red;196
345290;Schneider;11002048;1982-11-10;Karl Marx;( { 2 } ) Sie haben Karl Marx , der bekanntlich ein großer Geist war , auf Ihre Weise interpretiert.;1;not found;Marxismus;red;197
345290;Schneider;11002048;1982-11-10;Karl Marx;Aber natürlich hat dies niemals Karl Marx gesagt.;1;not found;Marxismus;red;198
345508;Geißler;11000655;1982-11-11;Friedrich Engels;"Das ist eine der wichtigsten Voraussetzungen , um für Frauen Gleichberechtigung durchzusetzen ; die ja nicht in dem bestehen kann , was Friedrich Engels einmal gesagt hat , nach dem die Emanzipation darin besteht , daß man das gesamte weibliche Geschlecht in den Industrieprozeß einbezieht.";1;not found;Marxismus;red;199
345613;Struck;11002278;1982-11-11;Karl Marx;( { 2 } ) Karl Marx hat gesagt : Das Sein bstimmt das Bewußtsein.;1;SPD;Marxismus;red;200
349704;Eimer;11000458;1983-05-19;Platon;"( { 4 } ) Dieser Philosoph wird noch heute von der Gesellschaft hoch geehrt und noch heute als der „ Göttliche Platon "" bezeichnet.";1;FDP;Platonismus;grey;201
350914;Rapp;11001774;1983-06-09;Karl Marx;"Daß Karl Marx mit seiner im „ Kommunistischen Manifest "" niedergelegten Theorie vom Absterben der bisherigen Mittelstände , wie es da heißt , der kleinen Industriellen , Kaufleute , Rentiers , Handwerker und Bauern nicht Recht bekommen hat , hat der sozialdemokratische Theoretiker Eduard Bernstein wissenschaftlich schon ein bißchen früher aufgearbeitet als die sogenannten bürgerlichen Ökonomen.";-1;SPD;Marxismus;red;202
350991;Roth;11001891;1983-06-10;Karl Marx;Haben Sie wirklich nicht verstanden , daß Herr Kollege Rapp gesagt hat , die Prognose von Karl Marx , nach der ein unendlicher Konzentrationsprozeß die Wirtschaft letztlich zerstören werde , sei nicht aufgegangen , es sei vielmehr erfreulich , daß sich diese Prognose von Karl Marx als unzutreffend erwiesen habe?;-1;SPD;Marxismus;red;203
350991;Roth;11001891;1983-06-10;Karl Marx;Haben Sie wirklich nicht verstanden , daß Herr Kollege Rapp gesagt hat , die Prognose von Karl Marx , nach der ein unendlicher Konzentrationsprozeß die Wirtschaft letztlich zerstören werde , sei nicht aufgegangen , es sei vielmehr erfreulich , daß sich diese Prognose von Karl Marx als unzutreffend erwiesen habe?;-1;SPD;Marxismus;red;204
352253;Kohl;11001165;1983-06-23;Karl Marx;Die großen Gedenktage dieses Jahres - dazu gehört auch der hundertste Todestag von Karl Marx - zeigen die Einheit der Nation in ihrer ganzen , in ihrer vieldeutigen Geschichte.;1;not found;Marxismus;red;205
352255;Vogel;11002379;1983-06-23;Karl Marx;( { 17 } ) Wer hätte gedacht , daß an den Veranstaltungen zum 100. Todestag von Karl Marx wechselseitig Delegationen aus dem anderen Staat teilnehmen und diese Delegationen ihre Standpunkte eben nicht nur bei uns frei vortragen können und daß dann darüber berichtet wird?;1;SPD;Marxismus;red;206
352856;kleinert;11001122;1983-09-07;Karl Marx;"Karl Marx schreibt in seinem Aufsatz mit dem bezeichnenden Titel „ Die neue Finanzgaukelei "" - ich zitiere - : Es gibt wahrscheinlich keinen größeren Humbug in der Welt als das sogenannte Finanzwesen.";1;Grüne;Marxismus;red;207
352858;stoltenberg;11002259;1983-09-07;Karl Marx;"( { 0 } ) - Lassen Sie mich doch einmal begründen , warum ich das so anregend fand . - Es hat mich an die sehr lesenswerte Biographie „ Karl Marx "" von Friedenthal erinnert , die uns ja zeigt , daß Karl Marx , ein bedeutender , umstrittener Denker , zwar in vielen Punkten kompetent gewesen sein mag , aber , wie die katastrophale Situation seiner privaten Finanzwirtschaft zeigt , sicherlich nicht als Kronzeuge beim Thema der öffentlichen oder privaten Finanzen herangezogen werden kann.";-1;not found;Marxismus;red;208
352858;stoltenberg;11002259;1983-09-07;Karl Marx;"( { 0 } ) - Lassen Sie mich doch einmal begründen , warum ich das so anregend fand . - Es hat mich an die sehr lesenswerte Biographie „ Karl Marx "" von Friedenthal erinnert , die uns ja zeigt , daß Karl Marx , ein bedeutender , umstrittener Denker , zwar in vielen Punkten kompetent gewesen sein mag , aber , wie die katastrophale Situation seiner privaten Finanzwirtschaft zeigt , sicherlich nicht als Kronzeuge beim Thema der öffentlichen oder privaten Finanzen herangezogen werden kann.";-1;not found;Marxismus;red;209
352858;stoltenberg;11002259;1983-09-07;Karl Marx;( { 1 } ) Jeder in diesem Hause würde es weit von sich weisen , daß er zur Lösung seiner privaten Finanzprobleme Verwandte , Freunde und Gönner so hemmungslos anpumpt und gelegentlich auch sitzen läßt wie der große Vordenker des Marxismus , der eben genannte Karl Marx. ( { 2 } ) Ich sage aber auch deshalb , daß ich dies als den anregendsten Beitrag fand , nämlich das Karl-MarxZitat , weil ich bei Ihnen , Herr Kollege Apel , das vermißt habe , was nicht nur ich in einer über einstündigen Rede mit Spannung erwartet habe : die Alternative der Opposition.;1;not found;Marxismus;red;210
354014;voigt;11002388;1983-09-16;Karl Marx;Ich meine Martin Luther und Karl Marx. Ihre Ideen haben Europa und die Welt verändert , aber sie haben auch zu schärfsten theologischen und ideologischen Auseinandersetzungen geführt.;1;SPD;Marxismus;red;211
359012;Simonis;11002178;1983-12-08;Milton Friedman;( { 4 } ) Wie ein Hamster in seinem Laufrad rennen sie den Beweisen nach , daß Milton Friedman nicht irren kann - weil er nicht irren darf - und daß Keynes ein geschichtlicher Irrtum der Ökonomie gewesen ist , anstatt Keynes zu modernisieren und Friedman zu vergessen.;-1;SPD;Chicago School;cyan;212
359045;Blüm;11000204;1983-12-08;Karl Marx;Da brauche ich den Karl Marx nicht und auch nicht seine Jünger.;1;not found;Marxismus;red;213
362766;Lambsdorff;11001272;1984-03-14;Karl Marx;Glauben Sie nicht , um in der gepflegten Ausdrucksweise von Frau Fuchs zu sprechen , daß Sie sich damit auf dem Trip von Karl Marx befinden?;1;not found;Marxismus;red;214
362964;Windelen;11002525;1984-03-15;Karl Marx;Man könnte ironisch zurückgeben : Zum Beispiel das Geburtsland von Karl Marx , in dem nach offiziellen Aussagen der SED der Sozialismus verwirklicht wird , wobei jedermann weiß , daß erstens Karl Marx in Trier geboren wurde und zweitens daß es in Trier mit dem Sozialismus nicht besonders weit her ist.;1;not found;Marxismus;red;215
362964;Windelen;11002525;1984-03-15;Karl Marx;Man könnte ironisch zurückgeben : Zum Beispiel das Geburtsland von Karl Marx , in dem nach offiziellen Aussagen der SED der Sozialismus verwirklicht wird , wobei jedermann weiß , daß erstens Karl Marx in Trier geboren wurde und zweitens daß es in Trier mit dem Sozialismus nicht besonders weit her ist.;1;not found;Marxismus;red;216
363350;Kolb;11001170;1984-03-29;Karl Marx;Da sagt Starbatty am Schluß : Das Fazit : Der Ökonom Karl Marx hätte in der Frage der verordneten Arbeitszeitverkürzung eine ganz dezidierte Meinung : Sie schadet der Volkswirtschaft , sie senkt das Realeinkommen der Arbeiterschaft , sie schafft Arbeitslosigkeit.;-1;CDU/CSU;Marxismus;red;217
363352;Stratmann;11002269;1984-03-29;Karl Marx;"Wie stehen Sie zu der anders lautenden Marx-Exegese des „ Bayernkurier "" , letzte Ausgabe , wo unter der Überschrift „ Karl Marx läßt grüßen "" unsere arbeitszeitpolitischen Vorstellungen , die der GRÜNEN , kommentiert werden?";1;Grüne;Marxismus;red;218
364932;Mertes;-1;1984-04-12;Wladimir Iljitsch Lenin;"In diesem Falle , also bei der Abrüstung , möchte auch ich mich einmal auf Wladimir Iljitsch Lenin beziehen und sagen : „ Vertrauen ist gut , Kontrolle ist besser .""";1;not found;Leninismus;red;219
368373;Geißler;11000655;1984-09-13;Aristoteles;( { 26 } ) Die gesamte politische Philosophie Europas , ( { 27 } ) von Aristoteles über Thomas bis zu Montesquieu , stellte den Menschen und seine natürliche Gemeinschaft , die Familie , und deren Wertorientierung vor Staat und Gesellschaft.;1;not found;Aristotelismus;grey;220
368579;stoltenberg;11002259;1984-09-14;Karl Marx;"Ich wollte hier keine Werbung für eine Zeitung machen - das steht mir nicht zu - , aber nachdem sie so schlecht gemacht wurde , will ich als letzten Satz sagen : Nachdem ich die hervorragende KarlMarx-Biographie von Richard Friedenthal gelesen habe , nehme ich an , ( { 12 } ) - ja , als studierter Historiker lese ich so etwas , Herr Kollege Vogel - , daß auch der hochgebildete Karl Marx in seinem Londoner Exil die „ Financial Times "" gelesen hätte , wenn sie zu seiner Zeit schon erschienen wäre.";-1;not found;Marxismus;red;221
369461;Holtz;11000948;1984-10-03;John Maynard Keynes;John Maynard Keynes hat schon vor dem Entstehen gefordert , eine solche Institution dürfe nicht nur auf Defizitländer achten , sondern müsse die Ursachen der Defizite auch in Überschußländern suchen , die ebenfalls in die Pflicht zu nehmen seien.;1;SPD;Linksliberalismus;green;222
370711;Blüm;11000204;1984-10-18;Karl Marx;Da muß man doch nicht lange in der Bibel , bei Karl Marx oder sonstwo nachgelesen haben.;1;not found;Marxismus;red;223
370711;Blüm;11000204;1984-10-18;Karl Marx;( { 8 } ) Ich weiß es ohne Konfuzius , und ich weiß es ohne Karl Marx : Wenn ein Betrieb neu aufmacht , hält er sich mit Neueinstellungen zurück , weil er nicht weiß , wie der Betrieb läuft , und weil er nicht das nächste Kündigungsschutzverfahren und den nächsten Sozialplan riskieren will.;1;not found;Marxismus;red;224
370750;Blüm;11000204;1984-10-18;Karl Marx;Als Karl Marx noch nicht geboren war , an Bismarck noch niemand dachte , da gab es schon kirchliche Krankenanstalten.;1;not found;Marxismus;red;225
370750;Blüm;11000204;1984-10-18;Karl Marx;"Der eine , Karl Marx , steht für revolutionäre Sozialpolitik und ihre Scherben , die sie hinterlassen hat ; der andere , Bismarck , für evolutionäre Sozialpolitik und ihre Erfolge , an denen viele , Gewerkschafter , Sozialdemokraten ( { 15 } ) - ja , stellen Sie Ihr Licht doch nicht unter den Scheffel ;( { 16 } ) die beste Tradition der Sozialdemokraten ist die evolutionäre Sozialpolitik ; für die steht doch nicht Karl Marx ; beschämen Sie sich doch nicht selber - , Arbeitgeber , Christdemokraten und Liberale wie Friedrich Naumann , mitgewirkt haben.";1;not found;Marxismus;red;226
370750;Blüm;11000204;1984-10-18;Karl Marx;"Der eine , Karl Marx , steht für revolutionäre Sozialpolitik und ihre Scherben , die sie hinterlassen hat ; der andere , Bismarck , für evolutionäre Sozialpolitik und ihre Erfolge , an denen viele , Gewerkschafter , Sozialdemokraten ( { 15 } ) - ja , stellen Sie Ihr Licht doch nicht unter den Scheffel ;( { 16 } ) die beste Tradition der Sozialdemokraten ist die evolutionäre Sozialpolitik ; für die steht doch nicht Karl Marx ; beschämen Sie sich doch nicht selber - , Arbeitgeber , Christdemokraten und Liberale wie Friedrich Naumann , mitgewirkt haben.";1;not found;Marxismus;red;227
371206;Jens;11001026;1984-10-25;Walter Eucken;( { 4 } ) Der zweite Punkt : Ich glaube , es ist notwendig , Herr Minister Bangemann , daß wir im Sinne von Walter Eucken erkennen : Um dem Protektionismus zu begegnen , brauchen wir einen starken Staat.;1;SPD;Ordoliberalismus;blue;228
373316;Geißler;11000655;1984-11-16;Aristoteles;( { 3 } ) Dies entspricht im übrigen auch den ethischen Maximen , wie sie von Aristoteles bis Max Weber immer wieder für diejenigen formuliert und postuliert worden sind , die Herrschaft ausüben.;1;CDU/CSU;Aristotelismus;grey;229
373353;Glotz;11000692;1984-11-16;Aristoteles;Herr Kollege Geißler hat Aristoteles , Max Weber und Karl Popper zitiert.;1;SPD;Aristotelismus;grey;230
373353;Glotz;11000692;1984-11-16;Aristoteles;Ich liebe Debatten , in denen Max Weber und Aristoteles vorkommen.;1;SPD;Aristotelismus;grey;231
373353;Glotz;11000692;1984-11-16;Aristoteles;Bloß , heute hatte ich häufig das Gefühl ( { 2 } ) - ich komme gleich zu allen Einzelpunkten - , daß die Bürger draußen , die uns zuhören , weniger etwas von Aristoteles und von Karl Popper hören wollen , sondern ( { 3 } ) mehr Konkretes zum Thema.;1;SPD;Aristotelismus;grey;232
373368;Glotz;11000692;1984-11-16;Aristoteles;Wir reden jetzt mit hohem Ton über Aristoteles und gegen Bestechung , aber zur Zeit ist es noch möglich , Bestechungszahlungen nicht im Inland , aber im Ausland als Betriebsausgaben abzuschreiben.;-1;SPD;Aristotelismus;grey;233
375173;blüm;11000204;1984-12-07;Karl Marx;"Hier zeigt sich , daß das Gewinnprinzip - anders , als manche , die ihre Kinderbücher aus Karl Marx' Zeiten lesen , glauben - keineswegs nur das große Profitprinzip ist , sondern daß darin der Ansporn liegt , zu sparen ; denn wenn man Gewinn machen kann , den Gewinn für sich verwenden kann , zurücklegen kann , dann besteht ein Antrieb zu Sparen.";1;not found;Marxismus;red;234
380532;Conradi;11000335;1985-03-28;Karl Marx;Insoweit bestätigt sich die These von Karl Marx , daß das Sein das Bewußtsein bestimmt.;1;SPD;Marxismus;red;235
381521;Blüm;11000204;1985-04-19;Karl Marx;Ich gebe zu : Der Karl Marx bietet dafür kein Rezept , weil er immer nur die Front zwischen Kapital und Arbeit gesehen hat.;1;not found;Marxismus;red;236
388032;geissler;11000655;1985-09-13;Karl Marx;Ich habe nicht vom Gothaer Programm geredet , sondern von Karl Marx. ( { 0 } ) - Die Sozialisten sind im Laufe der Jahre doch auch ein bißchen gescheiter geworden und haben über Marx differenzierter nachgedacht.;1;not found;Marxismus;red;237
388043;geissler;11000655;1985-09-13;Aristoteles;Die ganze philosophische Entwicklung Europas - ich habe es hier im Deutschen Bundestag schon einmal gesagt - , von Aristoteles über Thomas von Aquin bis zu Montesquieu , ( { 6 } ) hat den Menschen und seine natürliche Gemeinschaft , nämlich die Familie und deren Rechte auf eigene Lebensgestaltung vor den Staat und vor die Gesellschaft gestellt.;1;not found;Aristotelismus;grey;238
390004;blüm;11000204;1985-10-16;Karl Marx;"Dort hört ihr etwas über Karl Marx. Erkundigt euch über die Tatsachen ; das ist für die Arbeiter besser , kann ich nur sagen.";1;not found;Marxismus;red;239
397443;Kohn;11001168;1986-01-23;Karl Marx;( { 1 } ) Aber das , meine Damen und Herren , ist bei einer Fraktion , in der wesentliche Mitglieder den Linkshegelianer Karl Marx als ihren geistigen Ahnherren betrachten , auch nicht sehr verwunderlich.;1;FDP;Marxismus;red;240
398345;Bangemann;11000089;1986-01-30;Adam Smith;Übrigens , die Charakterisierung und den tiefen Zweifel gegenüber sogenannten gemeinnützigen Unternehmungen hat schon Adam Smith formuliert , der schon damals gesagt hat : Wer vorgeblich aus Gemeinnutz seine Geschäfte betreibt , wird niemandem nützen können.;-1;not found;Liberalismus;green;241
398345;Bangemann;11000089;1986-01-30;Adam Smith;Das war Adam Smith.;1;not found;Liberalismus;green;242
398324;Jens;11001026;1986-01-30;Walter Eucken;Es geht unseres Erachtens vielmehr um eine Besinnung auf die Grundsätze , auch die Grundsätze eines Walter Eucken.;1;SPD;Ordoliberalismus;blue;243
398324;Jens;11001026;1986-01-30;Walter Eucken;( { 10 } ) Für mich steht außer Frage : Diese Regierung ist gegenüber der Wirtschaft leider viel zu schwach , um die Prinzipien eines Walter Eucken zu sichern.;-1;SPD;Ordoliberalismus;blue;244
401800;daniels;11000352;1986-03-21;Karl Marx;Herr Werner , was Sie hier vorgetragen und uns in Ihrem Entschließungsantrag vorgelegt haben , das hat der alte Karl Marx schon besser formuliert.;1;CDU/CSU;Marxismus;red;245
406306;Schwarz;11002125;1986-06-26;Karl Marx;Karl Marx hätte es als kapitalistisch bezeichnet , wenn man diese Alternative gestellt hätte.;1;CDU/CSU;Marxismus;red;246
406921;Schmidt;-1;1986-09-10;John Maynard Keynes;"Und die Vereinigten Staaten von Amerika haben sogar das Gegenteil getan ; sie haben fabelhaft die Steuern gesenkt und das Defizit in einem Maße aufgebläht , wie John Maynard Keynes sich das nie vorgestellt haben würde.";1;SPD;Linksliberalismus;green;247
407254;eimer;11000458;1986-09-12;Karl Marx;Es gibt kein ehernes Gesetz der Geschichte , wie es Karl Marx gepredigt hat und wie es uns seine Nachfolger einreden wollen.;1;FDP;Marxismus;red;248
409336;Fischer;11000554;1986-10-16;Friedrich Engels;Friedrich Engels ( { 3 } ) - ich kann mir vorstellen , daß einigen das Zitat von Friedrich Engels hier nicht so paßt , aber ich sage es ( { 4 } ) hat gewarnt.;1;SPD;Marxismus;red;249
409336;Fischer;11000554;1986-10-16;Friedrich Engels;Friedrich Engels ( { 3 } ) - ich kann mir vorstellen , daß einigen das Zitat von Friedrich Engels hier nicht so paßt , aber ich sage es ( { 4 } ) hat gewarnt.;1;SPD;Marxismus;red;250
415745;blüm;11000204;1987-05-08;Karl Marx;"Da ist nicht gejammert worden , da ist nicht bei Karl Marx nachgelesen worden , ( { 9 } ) da ist auch nicht bei den GRÜNEN Zuflucht genommen worden ; die gab es damals Gott sei Dank noch nicht.";-1;not found;Marxismus;red;251
416441;Blens;11000197;1987-05-21;Platon;"Das wußte schon der alte Platon : Wenn die Herrschaft der Gesetze aufhört , gibt es nur eine Alternative , und das ist die Tyrannei der Brutalen , das ist die Tyrannei der Willkür ; das ist das , was Sie herbeiführen würden , wenn Sie mit Ihren Maßnahmen Erfolg hätten.";-1;CDU/CSU;Platonismus;grey;252
416604;breuer;11000265;1987-05-22;Karl Marx;Dieser Deutsche Journalist hieß Karl Marx. ( { 12 });1;CDU/CSU;Marxismus;red;253
417450;kleinert;11001121;1987-06-05;Adam Smith;( { 7 } ) Ich habe mir kürzlich den sehr verdienstvollen Nachdruck des Werkes von Adam Smith zugelegt.;1;FDP;Liberalismus;green;254
418779;kohl;11001165;1987-09-11;Karl Marx;Das ist doch eine der großartigen Veränderungen in der Geschichte der Bundesrepublik Deutschland ( { 4 } ) gegenüber den Zeiten von Karl Marx und der damals wirklich elenden Situation der Arbeitnehmer.;1;not found;Marxismus;red;255
422261;Müller;11001548;1987-11-12;Karl Marx;Das Weltbild , das z. B. ein Mann wie Herr Volmer vertritt , ist immer noch das Weltbild des sogenannten Compradoren-Kapitalismus , den schon Karl Marx als weitgehend überwunden betrachtet hat.;1;CDU/CSU;Marxismus;red;256
423005;Cronenberg;11000342;1987-11-26;Walter Eucken;Meine Damen und Herren , ein großer liberaler Ökonom , Walter Eucken , hat einmal festgestellt : Zwischen dem sozialen Willen vieler Menschen und den zur Lösung sozialer Fragen notwendigen Kenntnissen besteht oft eine Kluft.;1;FDP;Ordoliberalismus;blue;257
425188;Töpfer;11002335;1988-01-13;Platon;Das ist für mich immer ein Ausweis von Staatsutopien gewesen - von Platon bis zu Marx - : Sie sind nur dann gut , wenn sie den neuen Menschen haben.;1;not found;Platonismus;grey;258
428404;Bangemann;11000089;1988-03-03;Karl Marx;( { 33 } ) - Wenn das schon Karl Marx gesagt hat , dann muß er von einem fundamentalen Mißverständnis ausgegangen sein , als er seine vielen Bücher geschrieben hat.;1;not found;Marxismus;red;259
429881;schily;11001970;1988-03-11;Karl Marx;Nach Karl Marx entscheidet zwischen zwei gleichen Rechten die Gewalt.;1;Grüne;Marxismus;red;260
434740;Lambsdorff;11001272;1988-09-08;Karl Marx;( { 13 } ) Die Ungarn haben die unnachahmliche Gabe so etwas witzig auf den Punkt zu bringen : Karl Marx erscheint wieder auf der Erde , bittet um einen Termin für ein Statement im ungarischen Fernsehen und erklärt : Proletarier aller Länder , verzeiht mir.;1;FDP;Marxismus;red;261
436023;Probst;11001752;1988-09-29;Karl Marx;"Bei Ihnen ist das nicht verwunderlich ; denn der alte Karl Marx schaut bei Ihnen aus allen Ritzen , und Sie möchten die neue Verelendungstheorie unter die Leute bringen.";1;not found;Marxismus;red;262
436811;Matthäus-Maier;11001436;1988-10-13;John Maynard Keynes;"„ Ein Werk ohne Edelmut , ohne Moral und ohne Verstand "" , so hat John Maynard Keynes , der große britische Ökonom , den Versailler Vertrag genannt.";1;SPD;Linksliberalismus;green;263
440631;blüm;11000204;1988-12-02;Karl Marx;Bei Ihnen beginnt offenbar das Gehobene erst bei Karl Marx. Wir formulieren aus den Bedürfnissen des Betriebes.;1;not found;Marxismus;red;264
441241;Kansy;11001064;1988-12-08;Karl Marx;Die liegt ungefähr zwischen Karl Marx und Pippi Langstrumpf , ungefähr in der Mitte.;1;CDU/CSU;Marxismus;red;265
443146;Würfel;11002569;1989-01-26;Aristoteles;Von Aristoteles übernimmt das Mittelalter die Vorstellung , daß im männlichen Samen der ganze Mensch enthalten sei , der im Körper der Frau nur ernährt und zu einem Knaben wird , wenn der Vater gesund , kräftig und lebenstüchtig war.;1;FDP;Aristotelismus;grey;266
446522;Frieß;11000598;1989-03-16;Karl Marx;Zum Schluß noch ein Zitat : Die kapitalistische Gesellschaft produziert - so Karl Marx ( { 11 } ) „ eine neue Finanzaristokratie , eine neue Sorte Parasiten in Gestalt von Projektemachern , Gründern und postnominellen Direktoren , ein ganzes System des Schwindels und Betrugs mit Bezug auf Gründungen , Aktienausgabe und Aktienhandel.;1;Grüne;Marxismus;red;267
447963;Kohl;11001165;1989-04-27;Karl Marx;Die freiheitlichen Ideen von Ludwig Erhard verdrängen mehr und mehr die alte Ideologie von Karl Marx. ( { 15 } ) Bei unseren Nachbarn im Osten und Südosten bricht sich der Wille nach Menschenrechten , nach mehr Freiheit Bahn.;-1;not found;Marxismus;red;268
448209;jens;11001026;1989-04-28;Walter Eucken;Aber die ordnungspolitischen Grundsätze eines Walter Eucken besagen : So etwas kann es niemals geben , wenn gleichzeitig marktbeherrschende Positionen aufgebaut werden.;1;SPD;Ordoliberalismus;blue;269
449621;renger;11001821;1989-06-02;Karl Marx;Er folgt in seinen Reformbemühungen weniger den Anregungen unseres Landsmanns Karl Marx aus Trier und mehr den Anstößen unseres Landsmanns Ludwig Erhard aus Fürth.;1;not found;Marxismus;red;270
449947;Dregger;11000418;1989-06-15;Karl Marx;Von Karl Marx ist nicht mehr die Rede.;1;CDU/CSU;Marxismus;red;271
449947;Dregger;11000418;1989-06-15;Karl Marx;( { 8 } ) 72 Jahre nach der Oktoberrevolution erleben wir den weltweiten Sieg der Ideen von Ludwig Erhard über die Ideen von Karl Marx. ( { 9 } ) Wir Christlichen Demokraten und Christlich Sozialen sind stolz darauf , daß wir mit Ludwig Erhard und mit der FDP dieses Modell einer neuen Wirtschaftsordnung , das heute zum Weltmodell geworden ist , entwickelt haben.;1;CDU/CSU;Marxismus;red;272
450884;Neuhausen;11001591;1989-06-21;John Stuart Mill;Das war erstens nie richtig , und zweitens verkannte er ein - jetzt greife ich nicht auf Demokrit , sondern auf John Stuart Mill zurück - von diesem formuliertes liberales Prinzip.;1;FDP;Linksliberalismus;green;273
